id,annotator,text,L1_label,L2_label,full_label
5,A_5,"The app feels very slow today. Every page takes at least 30 seconds to load, which is much slower than usual. Is there an ongoing server issue?",Technical Issue,Performance Issue,Technical Issue_Performance Issue
5,A_6,"The app feels very slow today. Every page takes at least 30 seconds to load, which is much slower than usual. Is there an ongoing server issue?",Technical Issue,Performance Issue,Technical Issue_Performance Issue
5,A_7,"The app feels very slow today. Every page takes at least 30 seconds to load, which is much slower than usual. Is there an ongoing server issue?",Technical Issue,Performance Issue,Technical Issue_Performance Issue
6,A_1,Please permanently delete my account and all associated data from your service. My username is 'johndoe1990'. Thank you.,Account Management,Close Account,Account Management_Close Account
6,A_2,Please permanently delete my account and all associated data from your service. My username is 'johndoe1990'. Thank you.,Account Management,Close Account,Account Management_Close Account
6,A_3,Please permanently delete my account and all associated data from your service. My username is 'johndoe1990'. Thank you.,Account Management,Close Account,Account Management_Close Account
6,A_4,Please permanently delete my account and all associated data from your service. My username is 'johndoe1990'. Thank you.,Account Management,Close Account,Account Management_Close Account
6,A_5,Please permanently delete my account and all associated data from your service. My username is 'johndoe1990'. Thank you.,Account Management,Close Account,Account Management_Close Account
6,A_6,Please permanently delete my account and all associated data from your service. My username is 'johndoe1990'. Thank you.,Account Management,Close Account,Account Management_Close Account
6,A_7,Please permanently delete my account and all associated data from your service. My username is 'johndoe1990'. Thank you.,Account Management,Close Account,Account Management_Close Account
7,A_1,"I received my monthly invoice, but I have a question about one of the line items labeled 'Service Adjustment Fee'. Can you clarify what this is for?",Billing,Invoice Inquiry,Billing_Invoice Inquiry
7,A_2,"I received my monthly invoice, but I have a question about one of the line items labeled 'Service Adjustment Fee'. Can you clarify what this is for?",Billing,Invoice Inquiry,Billing_Invoice Inquiry
7,A_3,"I received my monthly invoice, but I have a question about one of the line items labeled 'Service Adjustment Fee'. Can you clarify what this is for?",Billing,Invoice Inquiry,Billing_Invoice Inquiry
7,A_4,"I received my monthly invoice, but I have a question about one of the line items labeled 'Service Adjustment Fee'. Can you clarify what this is for?",Billing,Invoice Inquiry,Billing_Invoice Inquiry
7,A_5,"I received my monthly invoice, but I have a question about one of the line items labeled 'Service Adjustment Fee'. Can you clarify what this is for?",Billing,Invoice Inquiry,Billing_Invoice Inquiry
7,A_6,"I received my monthly invoice, but I have a question about one of the line items labeled 'Service Adjustment Fee'. Can you clarify what this is for?",Billing,Invoice Inquiry,Billing_Invoice Inquiry
7,A_7,"I received my monthly invoice, but I have a question about one of the line items labeled 'Service Adjustment Fee'. Can you clarify what this is for?",Billing,Invoice Inquiry,Billing_Invoice Inquiry
8,A_1,"When I try to log in, I enter my correct username and password, but the page just refreshes and nothing happens. I am not seeing any error message.",Technical Issue,Login Issue,Technical Issue_Login Issue
8,A_2,"When I try to log in, I enter my correct username and password, but the page just refreshes and nothing happens. I am not seeing any error message.",Technical Issue,Login Issue,Technical Issue_Login Issue
8,A_3,"When I try to log in, I enter my correct username and password, but the page just refreshes and nothing happens. I am not seeing any error message.",Technical Issue,Login Issue,Technical Issue_Login Issue
8,A_4,"When I try to log in, I enter my correct username and password, but the page just refreshes and nothing happens. I am not seeing any error message.",Technical Issue,Login Issue,Technical Issue_Login Issue
8,A_5,"When I try to log in, I enter my correct username and password, but the page just refreshes and nothing happens. I am not seeing any error message.",Technical Issue,Login Issue,Technical Issue_Login Issue
8,A_6,"When I try to log in, I enter my correct username and password, but the page just refreshes and nothing happens. I am not seeing any error message.",Technical Issue,Login Issue,Technical Issue_Login Issue
8,A_7,"When I try to log in, I enter my correct username and password, but the page just refreshes and nothing happens. I am not seeing any error message.",Technical Issue,Login Issue,Technical Issue_Login Issue
9,A_1,There is a charge for $49.95 on my credit card from your company that I do not recognize. I have not made any purchases recently.,Billing,Unrecognized Charge,Billing_Unrecognized Charge
9,A_2,There is a charge for $49.95 on my credit card from your company that I do not recognize. I have not made any purchases recently.,Billing,Unrecognized Charge,Billing_Unrecognized Charge
9,A_3,There is a charge for $49.95 on my credit card from your company that I do not recognize. I have not made any purchases recently.,Billing,Unrecognized Charge,Billing_Unrecognized Charge
9,A_4,There is a charge for $49.95 on my credit card from your company that I do not recognize. I have not made any purchases recently.,Billing,Unrecognized Charge,Billing_Unrecognized Charge
9,A_5,There is a charge for $49.95 on my credit card from your company that I do not recognize. I have not made any purchases recently.,Billing,Unrecognized Charge,Billing_Unrecognized Charge
9,A_6,There is a charge for $49.95 on my credit card from your company that I do not recognize. I have not made any purchases recently.,Billing,Unrecognized Charge,Billing_Unrecognized Charge
9,A_7,There is a charge for $49.95 on my credit card from your company that I do not recognize. I have not made any purchases recently.,Billing,Unrecognized Charge,Billing_Unrecognized Charge
10,A_1,My legal name has changed and I need to update my account profile to reflect this. Please provide instructions on how to do this.,Account Management,Update Personal Info,Account Management_Update Personal Info
10,A_2,My legal name has changed and I need to update my account profile to reflect this. Please provide instructions on how to do this.,Account Management,Update Personal Info,Account Management_Update Personal Info
10,A_3,My legal name has changed and I need to update my account profile to reflect this. Please provide instructions on how to do this.,Account Management,Update Personal Info,Account Management_Update Personal Info
10,A_4,My legal name has changed and I need to update my account profile to reflect this. Please provide instructions on how to do this.,Account Management,Update Personal Info,Account Management_Update Personal Info
10,A_5,My legal name has changed and I need to update my account profile to reflect this. Please provide instructions on how to do this.,Account Management,Update Personal Info,Account Management_Update Personal Info
10,A_6,My legal name has changed and I need to update my account profile to reflect this. Please provide instructions on how to do this.,Account Management,Update Personal Info,Account Management_Update Personal Info
10,A_7,My legal name has changed and I need to update my account profile to reflect this. Please provide instructions on how to do this.,Account Management,Update Personal Info,Account Management_Update Personal Info
11,A_1,The dashboard analytics are not loading. It just shows a spinning wheel. All other parts of the site seem to be working.,Technical Issue,Feature Bug,Technical Issue_Feature Bug
11,A_2,The dashboard analytics are not loading. It just shows a spinning wheel. All other parts of the site seem to be working.,Technical Issue,Feature Bug,Technical Issue_Feature Bug
11,A_3,The dashboard analytics are not loading. It just shows a spinning wheel. All other parts of the site seem to be working.,Technical Issue,Feature Bug,Technical Issue_Feature Bug
11,A_4,The dashboard analytics are not loading. It just shows a spinning wheel. All other parts of the site seem to be working.,Technical Issue,Feature Bug,Technical Issue_Feature Bug
11,A_5,The dashboard analytics are not loading. It just shows a spinning wheel. All other parts of the site seem to be working.,Technical Issue,Feature Bug,Technical Issue_Feature Bug
11,A_6,The dashboard analytics are not loading. It just shows a spinning wheel. All other parts of the site seem to be working.,Technical Issue,Performance Issue,Technical Issue_Performance Issue
11,A_7,The dashboard analytics are not loading. It just shows a spinning wheel. All other parts of the site seem to be working.,Technical Issue,Feature Bug,Technical Issue_Feature Bug
12,A_1,I am writing to formally request a refund for order #TS-54321. The product did not meet my expectations as described on the website.,Billing,Refund Request,Billing_Refund Request
12,A_2,I am writing to formally request a refund for order #TS-54321. The product did not meet my expectations as described on the website.,Billing,Refund Request,Billing_Refund Request
12,A_3,I am writing to formally request a refund for order #TS-54321. The product did not meet my expectations as described on the website.,Billing,Refund Request,Billing_Refund Request
12,A_4,I am writing to formally request a refund for order #TS-54321. The product did not meet my expectations as described on the website.,Billing,Refund Request,Billing_Refund Request
12,A_5,I am writing to formally request a refund for order #TS-54321. The product did not meet my expectations as described on the website.,Billing,Refund Request,Billing_Refund Request
12,A_6,I am writing to formally request a refund for order #TS-54321. The product did not meet my expectations as described on the website.,Billing,Refund Request,Billing_Refund Request
12,A_7,I am writing to formally request a refund for order #TS-54321. The product did not meet my expectations as described on the website.,Billing,Refund Request,Billing_Refund Request
13,A_1,"The mobile app is crashing every time I try to open the messages tab. I have tried reinstalling it, but the issue persists. I am on iOS 17.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
13,A_2,"The mobile app is crashing every time I try to open the messages tab. I have tried reinstalling it, but the issue persists. I am on iOS 17.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
13,A_3,"The mobile app is crashing every time I try to open the messages tab. I have tried reinstalling it, but the issue persists. I am on iOS 17.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
13,A_4,"The mobile app is crashing every time I try to open the messages tab. I have tried reinstalling it, but the issue persists. I am on iOS 17.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
13,A_5,"The mobile app is crashing every time I try to open the messages tab. I have tried reinstalling it, but the issue persists. I am on iOS 17.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
13,A_6,"The mobile app is crashing every time I try to open the messages tab. I have tried reinstalling it, but the issue persists. I am on iOS 17.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
13,A_7,"The mobile app is crashing every time I try to open the messages tab. I have tried reinstalling it, but the issue persists. I am on iOS 17.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
14,A_1,I need a detailed breakdown of my charges for the last quarter. Can you send a report or a series of invoices to my registered email?,Billing,Invoice Inquiry,Billing_Invoice Inquiry
14,A_2,I need a detailed breakdown of my charges for the last quarter. Can you send a report or a series of invoices to my registered email?,Billing,Invoice Inquiry,Billing_Invoice Inquiry
14,A_3,I need a detailed breakdown of my charges for the last quarter. Can you send a report or a series of invoices to my registered email?,Billing,Invoice Inquiry,Billing_Invoice Inquiry
14,A_4,I need a detailed breakdown of my charges for the last quarter. Can you send a report or a series of invoices to my registered email?,Billing,Invoice Inquiry,Billing_Invoice Inquiry
14,A_5,I need a detailed breakdown of my charges for the last quarter. Can you send a report or a series of invoices to my registered email?,Billing,Invoice Inquiry,Billing_Invoice Inquiry
14,A_6,I need a detailed breakdown of my charges for the last quarter. Can you send a report or a series of invoices to my registered email?,Billing,Unrecognized Charge,Billing_Unrecognized Charge
14,A_7,I need a detailed breakdown of my charges for the last quarter. Can you send a report or a series of invoices to my registered email?,Billing,Invoice Inquiry,Billing_Invoice Inquiry
15,A_1,My account is locked. I believe I may have entered the wrong password too many times. Can you help me unlock it?,Technical Issue,Login Issue,Technical Issue_Login Issue
15,A_2,My account is locked. I believe I may have entered the wrong password too many times. Can you help me unlock it?,Technical Issue,Login Issue,Technical Issue_Login Issue
15,A_3,My account is locked. I believe I may have entered the wrong password too many times. Can you help me unlock it?,Technical Issue,Login Issue,Technical Issue_Login Issue
15,A_4,My account is locked. I believe I may have entered the wrong password too many times. Can you help me unlock it?,Technical Issue,Login Issue,Technical Issue_Login Issue
15,A_5,My account is locked. I believe I may have entered the wrong password too many times. Can you help me unlock it?,Technical Issue,Login Issue,Technical Issue_Login Issue
15,A_6,My account is locked. I believe I may have entered the wrong password too many times. Can you help me unlock it?,Account Management,Password Reset,Account Management_Password Reset
15,A_7,My account is locked. I believe I may have entered the wrong password too many times. Can you help me unlock it?,Technical Issue,Login Issue,Technical Issue_Login Issue
16,A_1,"I'm having trouble logging into my account. I requested a password reset, but the link you sent me is expired. This is frustrating as I need to get in to check my latest invoice.",Technical Issue,Login Issue,Technical Issue_Login Issue
16,A_2,"I'm having trouble logging into my account. I requested a password reset, but the link you sent me is expired. This is frustrating as I need to get in to check my latest invoice.",Technical Issue,Login Issue,Technical Issue_Login Issue
16,A_3,"I'm having trouble logging into my account. I requested a password reset, but the link you sent me is expired. This is frustrating as I need to get in to check my latest invoice.",Technical Issue,Login Issue,Technical Issue_Login Issue
16,A_4,"I'm having trouble logging into my account. I requested a password reset, but the link you sent me is expired. This is frustrating as I need to get in to check my latest invoice.",Account Management,Password Reset,Account Management_Password Reset
16,A_5,"I'm having trouble logging into my account. I requested a password reset, but the link you sent me is expired. This is frustrating as I need to get in to check my latest invoice.",Account Management,Password Reset,Account Management_Password Reset
16,A_6,"I'm having trouble logging into my account. I requested a password reset, but the link you sent me is expired. This is frustrating as I need to get in to check my latest invoice.",Account Management,Password Reset,Account Management_Password Reset
16,A_7,"I'm having trouble logging into my account. I requested a password reset, but the link you sent me is expired. This is frustrating as I need to get in to check my latest invoice.",Technical Issue,Login Issue,Technical Issue_Login Issue
17,A_1,"Your new update has made the app incredibly buggy and it keeps crashing. For this reason, I would like to request a full refund for this month's subscription fee. This is not the quality I expect.",Billing,Refund Request,Billing_Refund Request
17,A_2,"Your new update has made the app incredibly buggy and it keeps crashing. For this reason, I would like to request a full refund for this month's subscription fee. This is not the quality I expect.",Billing,Refund Request,Billing_Refund Request
17,A_3,"Your new update has made the app incredibly buggy and it keeps crashing. For this reason, I would like to request a full refund for this month's subscription fee. This is not the quality I expect.",Billing,Refund Request,Billing_Refund Request
17,A_4,"Your new update has made the app incredibly buggy and it keeps crashing. For this reason, I would like to request a full refund for this month's subscription fee. This is not the quality I expect.",Billing,Refund Request,Billing_Refund Request
17,A_5,"Your new update has made the app incredibly buggy and it keeps crashing. For this reason, I would like to request a full refund for this month's subscription fee. This is not the quality I expect.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
17,A_6,"Your new update has made the app incredibly buggy and it keeps crashing. For this reason, I would like to request a full refund for this month's subscription fee. This is not the quality I expect.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
17,A_7,"Your new update has made the app incredibly buggy and it keeps crashing. For this reason, I would like to request a full refund for this month's subscription fee. This is not the quality I expect.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
18,A_1,I saw a charge on my card for $75 that I don't recognize at all. I need this refunded immediately. Can you please look into transaction ID 45G-98H and reverse it?,Billing,Refund Request,Billing_Refund Request
18,A_2,I saw a charge on my card for $75 that I don't recognize at all. I need this refunded immediately. Can you please look into transaction ID 45G-98H and reverse it?,Billing,Refund Request,Billing_Refund Request
18,A_3,I saw a charge on my card for $75 that I don't recognize at all. I need this refunded immediately. Can you please look into transaction ID 45G-98H and reverse it?,Billing,Refund Request,Billing_Refund Request
18,A_4,I saw a charge on my card for $75 that I don't recognize at all. I need this refunded immediately. Can you please look into transaction ID 45G-98H and reverse it?,Billing,Unrecognized Charge,Billing_Unrecognized Charge
18,A_5,I saw a charge on my card for $75 that I don't recognize at all. I need this refunded immediately. Can you please look into transaction ID 45G-98H and reverse it?,Billing,Unrecognized Charge,Billing_Unrecognized Charge
18,A_6,I saw a charge on my card for $75 that I don't recognize at all. I need this refunded immediately. Can you please look into transaction ID 45G-98H and reverse it?,Billing,Unrecognized Charge,Billing_Unrecognized Charge
18,A_7,I saw a charge on my card for $75 that I don't recognize at all. I need this refunded immediately. Can you please look into transaction ID 45G-98H and reverse it?,Billing,Unrecognized Charge,Billing_Unrecognized Charge
19,A_1,"I can't seem to access my account. Is it because my subscription expired? I thought it renewed automatically. I tried resetting my password just in case, but that didn't help.",Technical Issue,Login Issue,Technical Issue_Login Issue
19,A_2,"I can't seem to access my account. Is it because my subscription expired? I thought it renewed automatically. I tried resetting my password just in case, but that didn't help.",Technical Issue,Login Issue,Technical Issue_Login Issue
19,A_3,"I can't seem to access my account. Is it because my subscription expired? I thought it renewed automatically. I tried resetting my password just in case, but that didn't help.",Technical Issue,Login Issue,Technical Issue_Login Issue
19,A_4,"I can't seem to access my account. Is it because my subscription expired? I thought it renewed automatically. I tried resetting my password just in case, but that didn't help.",Technical Issue,Login Issue,Technical Issue_Login Issue
19,A_5,"I can't seem to access my account. Is it because my subscription expired? I thought it renewed automatically. I tried resetting my password just in case, but that didn't help.",Account Management,Password Reset,Account Management_Password Reset
19,A_6,"I can't seem to access my account. Is it because my subscription expired? I thought it renewed automatically. I tried resetting my password just in case, but that didn't help.",Account Management,Password Reset,Account Management_Password Reset
19,A_7,"I can't seem to access my account. Is it because my subscription expired? I thought it renewed automatically. I tried resetting my password just in case, but that didn't help.",Technical Issue,Login Issue,Technical Issue_Login Issue
20,A_1,"Ever since the last update, the whole application has been running extremely slow. It's so unbearable that I am considering closing my account. Is there anything that can be done to fix the performance?",Technical Issue,Performance Issue,Technical Issue_Performance Issue
20,A_2,"Ever since the last update, the whole application has been running extremely slow. It's so unbearable that I am considering closing my account. Is there anything that can be done to fix the performance?",Technical Issue,Performance Issue,Technical Issue_Performance Issue
20,A_3,"Ever since the last update, the whole application has been running extremely slow. It's so unbearable that I am considering closing my account. Is there anything that can be done to fix the performance?",Technical Issue,Performance Issue,Technical Issue_Performance Issue
20,A_4,"Ever since the last update, the whole application has been running extremely slow. It's so unbearable that I am considering closing my account. Is there anything that can be done to fix the performance?",Technical Issue,Performance Issue,Technical Issue_Performance Issue
20,A_5,"Ever since the last update, the whole application has been running extremely slow. It's so unbearable that I am considering closing my account. Is there anything that can be done to fix the performance?",Technical Issue,Performance Issue,Technical Issue_Performance Issue
20,A_6,"Ever since the last update, the whole application has been running extremely slow. It's so unbearable that I am considering closing my account. Is there anything that can be done to fix the performance?",Technical Issue,Performance Issue,Technical Issue_Performance Issue
20,A_7,"Ever since the last update, the whole application has been running extremely slow. It's so unbearable that I am considering closing my account. Is there anything that can be done to fix the performance?",Technical Issue,Performance Issue,Technical Issue_Performance Issue
21,A_1,"Your system won't let me update my company name in my profile settings. It gives me a generic 'error' message. This is a problem because our invoices have the wrong company name, and I need that fixed before our next billing cycle.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
21,A_2,"Your system won't let me update my company name in my profile settings. It gives me a generic 'error' message. This is a problem because our invoices have the wrong company name, and I need that fixed before our next billing cycle.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
21,A_3,"Your system won't let me update my company name in my profile settings. It gives me a generic 'error' message. This is a problem because our invoices have the wrong company name, and I need that fixed before our next billing cycle.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
21,A_4,"Your system won't let me update my company name in my profile settings. It gives me a generic 'error' message. This is a problem because our invoices have the wrong company name, and I need that fixed before our next billing cycle.",Account Management,Update Personal Info,Account Management_Update Personal Info
21,A_5,"Your system won't let me update my company name in my profile settings. It gives me a generic 'error' message. This is a problem because our invoices have the wrong company name, and I need that fixed before our next billing cycle.",Account Management,Update Personal Info,Account Management_Update Personal Info
21,A_6,"Your system won't let me update my company name in my profile settings. It gives me a generic 'error' message. This is a problem because our invoices have the wrong company name, and I need that fixed before our next billing cycle.",Billing,Invoice Inquiry,Billing_Invoice Inquiry
21,A_7,"Your system won't let me update my company name in my profile settings. It gives me a generic 'error' message. This is a problem because our invoices have the wrong company name, and I need that fixed before our next billing cycle.",Account Management,Update Personal Info,Account Management_Update Personal Info
22,A_1,"The performance of the image uploader has become terrible, it's so slow and often fails. I'm paying for a premium account and this is unacceptable. I want a partial refund for this month to compensate for the disruption.",Billing,Refund Request,Billing_Refund Request
22,A_2,"The performance of the image uploader has become terrible, it's so slow and often fails. I'm paying for a premium account and this is unacceptable. I want a partial refund for this month to compensate for the disruption.",Billing,Refund Request,Billing_Refund Request
22,A_3,"The performance of the image uploader has become terrible, it's so slow and often fails. I'm paying for a premium account and this is unacceptable. I want a partial refund for this month to compensate for the disruption.",Billing,Refund Request,Billing_Refund Request
22,A_4,"The performance of the image uploader has become terrible, it's so slow and often fails. I'm paying for a premium account and this is unacceptable. I want a partial refund for this month to compensate for the disruption.",Technical Issue,Performance Issue,Technical Issue_Performance Issue
22,A_5,"The performance of the image uploader has become terrible, it's so slow and often fails. I'm paying for a premium account and this is unacceptable. I want a partial refund for this month to compensate for the disruption.",Technical Issue,Performance Issue,Technical Issue_Performance Issue
22,A_6,"The performance of the image uploader has become terrible, it's so slow and often fails. I'm paying for a premium account and this is unacceptable. I want a partial refund for this month to compensate for the disruption.",Technical Issue,Performance Issue,Technical Issue_Performance Issue
22,A_7,"The performance of the image uploader has become terrible, it's so slow and often fails. I'm paying for a premium account and this is unacceptable. I want a partial refund for this month to compensate for the disruption.",Technical Issue,Performance Issue,Technical Issue_Performance Issue
23,A_1,I'm trying to get into my account but it says my credentials are invalid. I am certain I am using the right password. Can you check if my account is active? I need to get in to cancel my subscription before it renews.,Technical Issue,Login Issue,Technical Issue_Login Issue
23,A_2,I'm trying to get into my account but it says my credentials are invalid. I am certain I am using the right password. Can you check if my account is active? I need to get in to cancel my subscription before it renews.,Technical Issue,Login Issue,Technical Issue_Login Issue
23,A_3,I'm trying to get into my account but it says my credentials are invalid. I am certain I am using the right password. Can you check if my account is active? I need to get in to cancel my subscription before it renews.,Technical Issue,Login Issue,Technical Issue_Login Issue
23,A_4,I'm trying to get into my account but it says my credentials are invalid. I am certain I am using the right password. Can you check if my account is active? I need to get in to cancel my subscription before it renews.,Account Management,Password Reset,Account Management_Password Reset
23,A_5,I'm trying to get into my account but it says my credentials are invalid. I am certain I am using the right password. Can you check if my account is active? I need to get in to cancel my subscription before it renews.,Technical Issue,Login Issue,Technical Issue_Login Issue
23,A_6,I'm trying to get into my account but it says my credentials are invalid. I am certain I am using the right password. Can you check if my account is active? I need to get in to cancel my subscription before it renews.,Account Management,Password Reset,Account Management_Password Reset
23,A_7,I'm trying to get into my account but it says my credentials are invalid. I am certain I am using the right password. Can you check if my account is active? I need to get in to cancel my subscription before it renews.,Technical Issue,Login Issue,Technical Issue_Login Issue
24,A_1,"There's a charge on my statement I wasn't expecting. I believe it's an error. Could you look into it and, if it is an error, please process a refund? The amount is $199.99.",Billing,Refund Request,Billing_Refund Request
24,A_2,"There's a charge on my statement I wasn't expecting. I believe it's an error. Could you look into it and, if it is an error, please process a refund? The amount is $199.99.",Billing,Refund Request,Billing_Refund Request
24,A_3,"There's a charge on my statement I wasn't expecting. I believe it's an error. Could you look into it and, if it is an error, please process a refund? The amount is $199.99.",Billing,Refund Request,Billing_Refund Request
24,A_4,"There's a charge on my statement I wasn't expecting. I believe it's an error. Could you look into it and, if it is an error, please process a refund? The amount is $199.99.",Billing,Refund Request,Billing_Refund Request
24,A_5,"There's a charge on my statement I wasn't expecting. I believe it's an error. Could you look into it and, if it is an error, please process a refund? The amount is $199.99.",Billing,Unrecognized Charge,Billing_Unrecognized Charge
24,A_6,"There's a charge on my statement I wasn't expecting. I believe it's an error. Could you look into it and, if it is an error, please process a refund? The amount is $199.99.",Billing,Unrecognized Charge,Billing_Unrecognized Charge
24,A_7,"There's a charge on my statement I wasn't expecting. I believe it's an error. Could you look into it and, if it is an error, please process a refund? The amount is $199.99.",Billing,Unrecognized Charge,Billing_Unrecognized Charge
25,A_1,"Hi, I can't log in. I've tried to reset my password multiple times, but I never receive the email with the reset link. I've checked my spam folder. I need access to my account urgently.",Technical Issue,Login Issue,Technical Issue_Login Issue
25,A_2,"Hi, I can't log in. I've tried to reset my password multiple times, but I never receive the email with the reset link. I've checked my spam folder. I need access to my account urgently.",Technical Issue,Login Issue,Technical Issue_Login Issue
25,A_3,"Hi, I can't log in. I've tried to reset my password multiple times, but I never receive the email with the reset link. I've checked my spam folder. I need access to my account urgently.",Technical Issue,Login Issue,Technical Issue_Login Issue
25,A_4,"Hi, I can't log in. I've tried to reset my password multiple times, but I never receive the email with the reset link. I've checked my spam folder. I need access to my account urgently.",Account Management,Password Reset,Account Management_Password Reset
25,A_5,"Hi, I can't log in. I've tried to reset my password multiple times, but I never receive the email with the reset link. I've checked my spam folder. I need access to my account urgently.",Account Management,Password Reset,Account Management_Password Reset
25,A_6,"Hi, I can't log in. I've tried to reset my password multiple times, but I never receive the email with the reset link. I've checked my spam folder. I need access to my account urgently.",Account Management,Password Reset,Account Management_Password Reset
25,A_7,"Hi, I can't log in. I've tried to reset my password multiple times, but I never receive the email with the reset link. I've checked my spam folder. I need access to my account urgently.",Technical Issue,Login Issue,Technical Issue_Login Issue
